CCI,Control,Pub,
CCI-001142,SC-12_(4).1,NIST_SP_800-53A,
CCI-001143,SC-12_(5),NIST_SP_800-53,
CCI-001143,SC-12_(5).1,NIST_SP_800-53A,
CCI-001137,SC-12.1,NIST_SP_800-53A,
CCI-001138,SC-12.1,NIST_SP_800-53A,
CCI-001144,SC-13,NIST_SP_800-53,
CCI-002449,SC-13,NIST_SP_800-53_Revision_4,
CCI-002450,SC-13,NIST_SP_800-53_Revision_4,
CCI-001145,SC-13_(1),NIST_SP_800-53,
CCI-001145,SC-13_(1).1,NIST_SP_800-53A,
CCI-001146,SC-13_(2),NIST_SP_800-53,
CCI-001147,SC-13_(3),NIST_SP_800-53,
CCI-001147,SC-13_(3).1,NIST_SP_800-53A,
CCI-001148,SC-13_(4),NIST_SP_800-53,
CCI-001148,SC-13_(4).1,NIST_SP_800-53A,
CCI-001144,SC-13.1,NIST_SP_800-53A,
CCI-001149,SC-14,NIST_SP_800-53,
CCI-001149,SC-14.1,NIST_SP_800-53A,
CCI-001153,SC-15_(1),NIST_SP_800-53,
CCI-001153,SC-15_(1),NIST_SP_800-53_Revision_4,
CCI-001153,SC-15_(1).1,NIST_SP_800-53A,
CCI-001154,SC-15_(2),NIST_SP_800-53,
CCI-001154,SC-15_(2).1,NIST_SP_800-53A,
CCI-001155,SC-15_(3),NIST_SP_800-53,
CCI-001155,SC-15_(3),NIST_SP_800-53_Revision_4,
CCI-001156,SC-15_(3),NIST_SP_800-53,
CCI-001156,SC-15_(3),NIST_SP_800-53_Revision_4,
CCI-002451,SC-15_(3),NIST_SP_800-53_Revision_4,
CCI-001156,SC-15_(3).1_(i),NIST_SP_800-53A,
CCI-001155,SC-15_(3).1_(ii),NIST_SP_800-53A,
CCI-002452,SC-15_(4),NIST_SP_800-53_Revision_4,
CCI-002453,SC-15_(4),NIST_SP_800-53_Revision_4,
CCI-001150,SC-15_a,NIST_SP_800-53,
CCI-001150,SC-15_a,NIST_SP_800-53_Revision_4,
CCI-001151,SC-15_a,NIST_SP_800-53,
CCI-001151,SC-15_a,NIST_SP_800-53_Revision_4,
CCI-001152,SC-15_b,NIST_SP_800-53,
CCI-001152,SC-15_b,NIST_SP_800-53_Revision_4,
CCI-001151,SC-15.1_(i),NIST_SP_800-53A,
CCI-001150,SC-15.1_(ii),NIST_SP_800-53A,
CCI-001152,SC-15.1_(iii),NIST_SP_800-53A,
CCI-001157,SC-16,NIST_SP_800-53,
CCI-001157,SC-16,NIST_SP_800-53_Revision_4,
CCI-002454,SC-16,NIST_SP_800-53_Revision_4,
CCI-002455,SC-16,NIST_SP_800-53_Revision_4,
CCI-001158,SC-16_(1),NIST_SP_800-53,
CCI-001158,SC-16_(1),NIST_SP_800-53_Revision_4,
CCI-001158,SC-16_(1).1,NIST_SP_800-53A,
CCI-001157,SC-16.1,NIST_SP_800-53A,
CCI-001159,SC-17,NIST_SP_800-53,
CCI-001159,SC-17,NIST_SP_800-53_Revision_4,
CCI-002456,SC-17,NIST_SP_800-53_Revision_4,
CCI-001159,SC-17.1,NIST_SP_800-53A,
CCI-001662,SC-18_(1),NIST_SP_800-53,
CCI-001662,SC-18_(1),NIST_SP_800-53_Revision_4,
CCI-001166,SC-18_(1),NIST_SP_800-53,
CCI-001166,SC-18_(1),NIST_SP_800-53_Revision_4,
CCI-002457,SC-18_(1),NIST_SP_800-53_Revision_4,
CCI-002458,SC-18_(1),NIST_SP_800-53_Revision_4,
CCI-001166,SC-18_(1).1_(i),NIST_SP_800-53A,
CCI-001662,SC-18_(1).1_(ii),NIST_SP_800-53A,
CCI-001167,SC-18_(2),NIST_SP_800-53,
CCI-001167,SC-18_(2),NIST_SP_800-53_Revision_4,
CCI-001168,SC-18_(2),NIST_SP_800-53,
CCI-001168,SC-18_(2),NIST_SP_800-53_Revision_4,
CCI-001687,SC-18_(2),NIST_SP_800-53,
CCI-001687,SC-18_(2),NIST_SP_800-53_Revision_4,
CCI-001688,SC-18_(2),NIST_SP_800-53,
CCI-001688,SC-18_(2),NIST_SP_800-53_Revision_4,
CCI-001168,SC-18_(2).1_(i),NIST_SP_800-53A,
CCI-001167,SC-18_(2).1_(ii),NIST_SP_800-53A,
CCI-001687,SC-18_(2).1_(ii),NIST_SP_800-53A,
CCI-001688,SC-18_(2).1_(ii),NIST_SP_800-53A,
CCI-001169,SC-18_(3),NIST_SP_800-53,
CCI-001169,SC-18_(3),NIST_SP_800-53_Revision_4,
CCI-001695,SC-18_(3),NIST_SP_800-53,
CCI-001695,SC-18_(3),NIST_SP_800-53_Revision_4,
CCI-002459,SC-18_(3),NIST_SP_800-53_Revision_4,
CCI-001169,SC-18_(3).1,NIST_SP_800-53A,
CCI-001695,SC-18_(3).1,NIST_SP_800-53A,
CCI-001170,SC-18_(4),NIST_SP_800-53,
CCI-001170,SC-18_(4),NIST_SP_800-53_Revision_4,
CCI-001171,SC-18_(4),NIST_SP_800-53,
CCI-001171,SC-18_(4),NIST_SP_800-53_Revision_4,
CCI-001172,SC-18_(4),NIST_SP_800-53,
CCI-001172,SC-18_(4),NIST_SP_800-53_Revision_4,
CCI-002460,SC-18_(4),NIST_SP_800-53_Revision_4,
CCI-001171,SC-18_(4).1_(i),NIST_SP_800-53A,
CCI-001172,SC-18_(4).1_(ii),NIST_SP_800-53A,
CCI-001170,SC-18_(4).1_(iii)_(iv),NIST_SP_800-53A,
CCI-002461,SC-18_(5),NIST_SP_800-53_Revision_4,
CCI-001160,SC-18_a,NIST_SP_800-53,
CCI-001160,SC-18_a,NIST_SP_800-53_Revision_4,
CCI-001162,SC-18_b,NIST_SP_800-53,
CCI-001162,SC-18_b,NIST_SP_800-53_Revision_4,
CCI-001161,SC-18_b,NIST_SP_800-53,
CCI-001161,SC-18_b,NIST_SP_800-53_Revision_4,
CCI-001163,SC-18_c,NIST_SP_800-53,
CCI-001163,SC-18_c,NIST_SP_800-53_Revision_4,
CCI-001164,SC-18_c,NIST_SP_800-53,
CCI-001164,SC-18_c,NIST_SP_800-53_Revision_4,
CCI-001165,SC-18_c,NIST_SP_800-53,
CCI-001165,SC-18_c,NIST_SP_800-53_Revision_4,
CCI-001160,SC-18.1_(i),NIST_SP_800-53A,
CCI-001162,SC-18.1_(ii),NIST_SP_800-53A,
CCI-001161,SC-18.1_(ii),NIST_SP_800-53A,
CCI-001163,SC-18.1_(iii),NIST_SP_800-53A,
CCI-001164,SC-18.1_(iii),NIST_SP_800-53A,
CCI-001165,SC-18.1_(iii),NIST_SP_800-53A,
CCI-001173,SC-19_a,NIST_SP_800-53,
CCI-001173,SC-19_a,NIST_SP_800-53_Revision_4,
CCI-001174,SC-19_a,NIST_SP_800-53,
CCI-001174,SC-19_a,NIST_SP_800-53_Revision_4,
CCI-001175,SC-19_b,NIST_SP_800-53,
CCI-001175,SC-19_b,NIST_SP_800-53_Revision_4,
CCI-001176,SC-19_b,NIST_SP_800-53,
CCI-001176,SC-19_b,NIST_SP_800-53_Revision_4,
CCI-001177,SC-19_b,NIST_SP_800-53,
CCI-001177,SC-19_b,NIST_SP_800-53_Revision_4,
CCI-001173,SC-19.1_(i),NIST_SP_800-53A,
CCI-001174,SC-19.1_(i),NIST_SP_800-53A,
CCI-001175,SC-19.1_(ii),NIST_SP_800-53A,
CCI-001176,SC-19.1_(ii),NIST_SP_800-53A,
CCI-001177,SC-19.1_(ii),NIST_SP_800-53A,
CCI-001082,SC-2,NIST_SP_800-53,
CCI-001082,SC-2,NIST_SP_800-53_Revision_4,
CCI-001083,SC-2_(1),NIST_SP_800-53,
CCI-001083,SC-2_(1),NIST_SP_800-53_Revision_4,
CCI-001083,SC-2_(1).1,NIST_SP_800-53A,
CCI-001082,SC-2.1,NIST_SP_800-53A,
CCI-001178,SC-20,NIST_SP_800-53,
CCI-001663,SC-20_(1),NIST_SP_800-53,
CCI-001179,SC-20_(1),NIST_SP_800-53,
CCI-001179,SC-20_(1).1_(i),NIST_SP_800-53A,
CCI-001663,SC-20_(1).1_(ii),NIST_SP_800-53A,
CCI-002463,SC-20_(2),NIST_SP_800-53_Revision_4,
CCI-002464,SC-20_(2),NIST_SP_800-53_Revision_4,
CCI-001178,SC-20_a,NIST_SP_800-53_Revision_4,
CCI-002462,SC-20_a,NIST_SP_800-53_Revision_4,
CCI-001663,SC-20_b,NIST_SP_800-53_Revision_4,
CCI-001179,SC-20_b,NIST_SP_800-53_Revision_4,
CCI-001178,SC-20.1,NIST_SP_800-53A,
CCI-001180,SC-21,NIST_SP_800-53,
CCI-002465,SC-21,NIST_SP_800-53_Revision_4,
CCI-002466,SC-21,NIST_SP_800-53_Revision_4,
CCI-002467,SC-21,NIST_SP_800-53_Revision_4,
CCI-002468,SC-21,NIST_SP_800-53_Revision_4,
CCI-001181,SC-21_(1),NIST_SP_800-53,
CCI-001181,SC-21_(1).1,NIST_SP_800-53A,
CCI-001180,SC-21.1,NIST_SP_800-53A,
CCI-001182,SC-22,NIST_SP_800-53,
CCI-001182,SC-22,NIST_SP_800-53_Revision_4,
CCI-001183,SC-22,NIST_SP_800-53,
CCI-001183,SC-22,NIST_SP_800-53_Revision_4,
CCI-001182,SC-22.1_(i),NIST_SP_800-53A,
CCI-001183,SC-22.1_(ii),NIST_SP_800-53A,
CCI-001184,SC-23,NIST_SP_800-53,
CCI-001184,SC-23,NIST_SP_800-53_Revision_4,
CCI-001185,SC-23_(1),NIST_SP_800-53,
CCI-001185,SC-23_(1),NIST_SP_800-53_Revision_4,
CCI-001185,SC-23_(1).1,NIST_SP_800-53A,
CCI-001186,SC-23_(2),NIST_SP_800-53,
CCI-001186,SC-23_(2).1,NIST_SP_800-53A,
CCI-001664,SC-23_(3),NIST_SP_800-53,
CCI-001664,SC-23_(3),NIST_SP_800-53_Revision_4,
CCI-001187,SC-23_(3),NIST_SP_800-53,
CCI-001188,SC-23_(3),NIST_SP_800-53_Revision_4,
CCI-001189,SC-23_(3),NIST_SP_800-53_Revision_4,
CCI-001187,SC-23_(3).1_(i),NIST_SP_800-53A,
CCI-001664,SC-23_(3).1_(ii),NIST_SP_800-53A,
CCI-001188,SC-23_(4),NIST_SP_800-53,
CCI-001189,SC-23_(4),NIST_SP_800-53,
CCI-001189,SC-23_(4).1_(i),NIST_SP_800-53A,
CCI-001188,SC-23_(4).1_(ii),NIST_SP_800-53A,
CCI-002469,SC-23_(5),NIST_SP_800-53_Revision_4,
CCI-002470,SC-23_(5),NIST_SP_800-53_Revision_4,
CCI-001184,SC-23.1,NIST_SP_800-53A,
CCI-001665,SC-24,NIST_SP_800-53,
CCI-001665,SC-24,NIST_SP_800-53_Revision_4,
CCI-001190,SC-24,NIST_SP_800-53,
CCI-001190,SC-24,NIST_SP_800-53_Revision_4,
CCI-001191,SC-24,NIST_SP_800-53,
CCI-001191,SC-24,NIST_SP_800-53_Revision_4,
CCI-001192,SC-24,NIST_SP_800-53,
CCI-001192,SC-24,NIST_SP_800-53_Revision_4,
CCI-001193,SC-24,NIST_SP_800-53,
CCI-001193,SC-24,NIST_SP_800-53_Revision_4,
CCI-001191,SC-24.1_(i),NIST_SP_800-53A,
CCI-001192,SC-24.1_(ii),NIST_SP_800-53A,
CCI-001193,SC-24.1_(iii),NIST_SP_800-53A,
CCI-001190,SC-24.1_(iv),NIST_SP_800-53A,
CCI-001665,SC-24.1_(v),NIST_SP_800-53A,
CCI-001194,SC-25,NIST_SP_800-53,
CCI-001194,SC-25,NIST_SP_800-53_Revision_4,
CCI-002471,SC-25,NIST_SP_800-53_Revision_4,
CCI-001194,SC-25.1,NIST_SP_800-53A,
CCI-001195,SC-26,NIST_SP_800-53,
CCI-001195,SC-26,NIST_SP_800-53_Revision_4,
CCI-001196,SC-26_(1),NIST_SP_800-53,
CCI-001196,SC-26_(1).1,NIST_SP_800-53A,
CCI-001195,SC-26.1,NIST_SP_800-53A,
CCI-001197,SC-27,NIST_SP_800-53,
CCI-001197,SC-27,NIST_SP_800-53_Revision_4,
CCI-001198,SC-27,NIST_SP_800-53,
CCI-001198,SC-27,NIST_SP_800-53_Revision_4,
CCI-001198,SC-27.1_(i),NIST_SP_800-53A,
CCI-001197,SC-27.1_(ii),NIST_SP_800-53A,
CCI-001199,SC-28,NIST_SP_800-53,
CCI-001199,SC-28,NIST_SP_800-53_Revision_4,
CCI-002472,SC-28,NIST_SP_800-53_Revision_4,
CCI-001666,SC-28_(1),NIST_SP_800-53,
CCI-001200,SC-28_(1),NIST_SP_800-53,
CCI-002473,SC-28_(1),NIST_SP_800-53_Revision_4,
CCI-002474,SC-28_(1),NIST_SP_800-53_Revision_4,
CCI-002475,SC-28_(1),NIST_SP_800-53_Revision_4,
CCI-002476,SC-28_(1),NIST_SP_800-53_Revision_4,
CCI-001200,SC-28_(1).1_(i),NIST_SP_800-53A,
CCI-001666,SC-28_(1).1_(ii),NIST_SP_800-53A,
CCI-002477,SC-28_(2),NIST_SP_800-53_Revision_4,
CCI-002478,SC-28_(2),NIST_SP_800-53_Revision_4,
CCI-002479,SC-28_(2),NIST_SP_800-53_Revision_4,
CCI-001199,SC-28.1,NIST_SP_800-53A,
CCI-001201,SC-29,NIST_SP_800-53,
CCI-001201,SC-29,NIST_SP_800-53_Revision_4,
CCI-002480,SC-29,NIST_SP_800-53_Revision_4,
CCI-001203,SC-29_(1),NIST_SP_800-53_Revision_4,
CCI-001204,SC-29_(1),NIST_SP_800-53_Revision_4,
CCI-002481,SC-29_(1),NIST_SP_800-53_Revision_4,
CCI-001201,SC-29.1,NIST_SP_800-53A,
CCI-001656,SC-3,NIST_SP_800-53,
CCI-001084,SC-3,NIST_SP_800-53,
CCI-001084,SC-3,NIST_SP_800-53_Revision_4,
CCI-001085,SC-3_(1),NIST_SP_800-53,
CCI-001085,SC-3_(1),NIST_SP_800-53_Revision_4,
CCI-001085,SC-3_(1).1,NIST_SP_800-53A,
CCI-001086,SC-3_(2),NIST_SP_800-53,
CCI-001086,SC-3_(2),NIST_SP_800-53_Revision_4,
CCI-001086,SC-3_(2).1,NIST_SP_800-53A,
CCI-001087,SC-3_(3),NIST_SP_800-53,
CCI-002381,SC-3_(3),NIST_SP_800-53_Revision_4,
CCI-001087,SC-3_(3).1,NIST_SP_800-53A,
CCI-001088,SC-3_(4),NIST_SP_800-53,
CCI-002382,SC-3_(4),NIST_SP_800-53_Revision_4,
CCI-001088,SC-3_(4).1,NIST_SP_800-53A,
CCI-001089,SC-3_(5),NIST_SP_800-53,
CCI-001089,SC-3_(5),NIST_SP_800-53_Revision_4,
CCI-001089,SC-3_(5).1,NIST_SP_800-53A,
CCI-001656,SC-3.1_(i),NIST_SP_800-53A,
CCI-001084,SC-3.1_(ii),NIST_SP_800-53A,
CCI-001202,SC-30,NIST_SP_800-53,
CCI-002482,SC-30,NIST_SP_800-53_Revision_4,
CCI-002483,SC-30,NIST_SP_800-53_Revision_4,
CCI-002484,SC-30,NIST_SP_800-53_Revision_4,
CCI-002485,SC-30,NIST_SP_800-53_Revision_4,
CCI-001203,SC-30_(1),NIST_SP_800-53,
CCI-001204,SC-30_(1),NIST_SP_800-53,
CCI-001204,SC-30_(1).1_(i),NIST_SP_800-53A,
CCI-001203,SC-30_(1).1_(ii),NIST_SP_800-53A,
CCI-001205,SC-30_(2),NIST_SP_800-53,
CCI-002486,SC-30_(2),NIST_SP_800-53_Revision_4,
CCI-002487,SC-30_(2),NIST_SP_800-53_Revision_4,
CCI-002488,SC-30_(2),NIST_SP_800-53_Revision_4,
CCI-001205,SC-30_(2).1,NIST_SP_800-53A,
CCI-002489,SC-30_(3),NIST_SP_800-53_Revision_4,
CCI-002490,SC-30_(3),NIST_SP_800-53_Revision_4,
CCI-002491,SC-30_(3),NIST_SP_800-53_Revision_4,
CCI-002492,SC-30_(3),NIST_SP_800-53_Revision_4,
CCI-002493,SC-30_(4),NIST_SP_800-53_Revision_4,
CCI-002494,SC-30_(4),NIST_SP_800-53_Revision_4,
CCI-002495,SC-30_(5),NIST_SP_800-53_Revision_4,
CCI-002496,SC-30_(5),NIST_SP_800-53_Revision_4,
CCI-002497,SC-30_(5),NIST_SP_800-53_Revision_4,
CCI-001202,SC-30.1,NIST_SP_800-53A,
CCI-001206,SC-31,NIST_SP_800-53,
CCI-001207,SC-31_(1),NIST_SP_800-53,
CCI-001207,SC-31_(1),NIST_SP_800-53_Revision_4,
CCI-001207,SC-31_(1).1,NIST_SP_800-53A,
CCI-002500,SC-31_(2),NIST_SP_800-53_Revision_4,
CCI-002501,SC-31_(2),NIST_SP_800-53_Revision_4,
CCI-002502,SC-31_(3),NIST_SP_800-53_Revision_4,
CCI-002503,SC-31_(3),NIST_SP_800-53_Revision_4,
CCI-002498,SC-31_a,NIST_SP_800-53_Revision_4,
CCI-002499,SC-31_b,NIST_SP_800-53_Revision_4,
CCI-001206,SC-31.1,NIST_SP_800-53A,
CCI-001208,SC-32,NIST_SP_800-53,
CCI-002504,SC-32,NIST_SP_800-53_Revision_4,
CCI-002505,SC-32,NIST_SP_800-53_Revision_4,
CCI-002506,SC-32,NIST_SP_800-53_Revision_4,
CCI-001208,SC-32.1,NIST_SP_800-53A,
CCI-001209,SC-33,NIST_SP_800-53,
CCI-001209,SC-33.1,NIST_SP_800-53A,
CCI-001212,SC-34,NIST_SP_800-53,
CCI-001212,SC-34,NIST_SP_800-53_Revision_4,
CCI-001214,SC-34_(1),NIST_SP_800-53,
CCI-001214,SC-34_(1),NIST_SP_800-53_Revision_4,
CCI-001215,SC-34_(1),NIST_SP_800-53,
CCI-001215,SC-34_(1),NIST_SP_800-53_Revision_4,
CCI-001215,SC-34_(1).1_(i),NIST_SP_800-53A,
CCI-001214,SC-34_(1).1_(ii),NIST_SP_800-53A,
CCI-001216,SC-34_(2),NIST_SP_800-53,
CCI-001216,SC-34_(2),NIST_SP_800-53_Revision_4,
CCI-002507,SC-34_(2),NIST_SP_800-53_Revision_4,
CCI-001216,SC-34_(2).1,NIST_SP_800-53A,
CCI-002508,SC-34_(3)_(a),NIST_SP_800-53_Revision_4,
CCI-002509,SC-34_(3)_(a),NIST_SP_800-53_Revision_4,
CCI-002510,SC-34_(3)_(b),NIST_SP_800-53_Revision_4,
CCI-002511,SC-34_(3)_(b),NIST_SP_800-53_Revision_4,
CCI-002512,SC-34_(3)_(b),NIST_SP_800-53_Revision_4,
CCI-001210,SC-34_a,NIST_SP_800-53,
CCI-001210,SC-34_a,NIST_SP_800-53_Revision_4,
CCI-001211,SC-34_b,NIST_SP_800-53,
CCI-001211,SC-34_b,NIST_SP_800-53_Revision_4,
CCI-001213,SC-34_b,NIST_SP_800-53,
CCI-001213,SC-34_b,NIST_SP_800-53_Revision_4,
CCI-001213,SC-34.1_(i),NIST_SP_800-53A,
CCI-001212,SC-34.1_(ii),NIST_SP_800-53A,
CCI-001210,SC-34.1_(iii),NIST_SP_800-53A,
CCI-001211,SC-34.1_(iii),NIST_SP_800-53A,
CCI-001196,SC-35,NIST_SP_800-53_Revision_4,
CCI-002513,SC-36,NIST_SP_800-53_Revision_4,
CCI-002514,SC-36,NIST_SP_800-53_Revision_4,
CCI-002515,SC-36,NIST_SP_800-53_Revision_4,
CCI-002516,SC-36,NIST_SP_800-53_Revision_4,
CCI-002517,SC-36_(1),NIST_SP_800-53_Revision_4,
CCI-002518,SC-36_(1),NIST_SP_800-53_Revision_4,
CCI-002519,SC-36_(1),NIST_SP_800-53_Revision_4,
CCI-002520,SC-36_(1),NIST_SP_800-53_Revision_4,
CCI-002521,SC-37,NIST_SP_800-53_Revision_4,
CCI-002522,SC-37,NIST_SP_800-53_Revision_4,
CCI-002524,SC-37,NIST_SP_800-53_Revision_4,
CCI-002525,SC-37_(1),NIST_SP_800-53_Revision_4,
CCI-002526,SC-37_(1),NIST_SP_800-53_Revision_4,
CCI-002527,SC-37_(1),NIST_SP_800-53_Revision_4,
CCI-002523,SC-37,_SC-37_(1),NIST_SP_800-53_Revision_4
CCI-002528,SC-38,NIST_SP_800-53_Revision_4,
CCI-002529,SC-38,NIST_SP_800-53_Revision_4,
CCI-002530,SC-39,NIST_SP_800-53_Revision_4,
CCI-002531,SC-39_(1),NIST_SP_800-53_Revision_4,
CCI-002532,SC-39_(2),NIST_SP_800-53_Revision_4,
CCI-002533,SC-39_(2),NIST_SP_800-53_Revision_4,
CCI-001090,SC-4,NIST_SP_800-53,
CCI-001090,SC-4,NIST_SP_800-53_Revision_4,
CCI-001091,SC-4_(1),NIST_SP_800-53,
CCI-001091,SC-4_(1).1,NIST_SP_800-53A,
CCI-002383,SC-4_(2),NIST_SP_800-53_Revision_4,
CCI-002384,SC-4_(2),NIST_SP_800-53_Revision_4,
CCI-001090,SC-4.1,NIST_SP_800-53A,
CCI-002534,SC-40,NIST_SP_800-53_Revision_4,
CCI-002535,SC-40,NIST_SP_800-53_Revision_4,
CCI-002536,SC-40,NIST_SP_800-53_Revision_4,
CCI-002537,SC-40_(1),NIST_SP_800-53_Revision_4,
CCI-002538,SC-40_(1),NIST_SP_800-53_Revision_4,
CCI-002539,SC-40_(2),NIST_SP_800-53_Revision_4,
CCI-002540,SC-40_(2),NIST_SP_800-53_Revision_4,
CCI-002541,SC-40_(3),NIST_SP_800-53_Revision_4,
CCI-002542,SC-40_(4),NIST_SP_800-53_Revision_4,
CCI-002543,SC-40_(4),NIST_SP_800-53_Revision_4,
CCI-002544,SC-41,NIST_SP_800-53_Revision_4,
CCI-002545,SC-41,NIST_SP_800-53_Revision_4,
CCI-002546,SC-41,NIST_SP_800-53_Revision_4,
CCI-002551,SC-42_(1),NIST_SP_800-53_Revision_4,
CCI-002552,SC-42_(1),NIST_SP_800-53_Revision_4,
CCI-002553,SC-42_(2),NIST_SP_800-53_Revision_4,
CCI-002554,SC-42_(2),NIST_SP_800-53_Revision_4,
CCI-002555,SC-42_(2),NIST_SP_800-53_Revision_4,
CCI-002556,SC-42_(3),NIST_SP_800-53_Revision_4,
CCI-002557,SC-42_(3),NIST_SP_800-53_Revision_4,
CCI-002558,SC-42_(3),NIST_SP_800-53_Revision_4,
CCI-002547,SC-42_a,NIST_SP_800-53_Revision_4,
CCI-002548,SC-42_a,NIST_SP_800-53_Revision_4,
CCI-002549,SC-42_b,NIST_SP_800-53_Revision_4,
CCI-002550,SC-42_b,NIST_SP_800-53_Revision_4,
CCI-002559,SC-43_a,NIST_SP_800-53_Revision_4,
CCI-002560,SC-43_a,NIST_SP_800-53_Revision_4,
CCI-002561,SC-43_b,NIST_SP_800-53_Revision_4,
CCI-002562,SC-43_b,NIST_SP_800-53_Revision_4,
CCI-002563,SC-43_b,NIST_SP_800-53_Revision_4,
CCI-002564,SC-44,NIST_SP_800-53_Revision_4,
CCI-002565,SC-44,NIST_SP_800-53_Revision_4,
CCI-001092,SC-5,NIST_SP_800-53,
CCI-001093,SC-5,NIST_SP_800-53,
CCI-001093,SC-5,NIST_SP_800-53_Revision_4,
CCI-002385,SC-5,NIST_SP_800-53_Revision_4,
CCI-002386,SC-5,NIST_SP_800-53_Revision_4,
CCI-001094,SC-5_(1),NIST_SP_800-53,
CCI-001094,SC-5_(1),NIST_SP_800-53_Revision_4,
CCI-002387,SC-5_(1),NIST_SP_800-53_Revision_4,
CCI-001094,SC-5_(1).1,NIST_SP_800-53A,
CCI-001095,SC-5_(2),NIST_SP_800-53,
CCI-001095,SC-5_(2),NIST_SP_800-53_Revision_4,
CCI-001095,SC-5_(2).1,NIST_SP_800-53A,
CCI-002388,SC-5_(3)_(a),NIST_SP_800-53_Revision_4,
CCI-002389,SC-5_(3)_(a),NIST_SP_800-53_Revision_4,
CCI-002390,SC-5_(3)_(b),NIST_SP_800-53_Revision_4,
CCI-002391,SC-5_(3)_(b),NIST_SP_800-53_Revision_4,
CCI-001093,SC-5.1_(i),NIST_SP_800-53A,
CCI-001092,SC-5.1_(ii),NIST_SP_800-53A,
CCI-001096,SC-6,NIST_SP_800-53,
CCI-002392,SC-6,NIST_SP_800-53_Revision_4,
CCI-002393,SC-6,NIST_SP_800-53_Revision_4,
CCI-002394,SC-6,NIST_SP_800-53_Revision_4,
CCI-001096,SC-6.1,NIST_SP_800-53A,
CCI-001099,SC-7_(1),NIST_SP_800-53,
CCI-001099,SC-7_(1).1,NIST_SP_800-53A,
CCI-001116,SC-7_(10),NIST_SP_800-53,
CCI-001116,SC-7_(10),NIST_SP_800-53_Revision_4,
CCI-001116,SC-7_(10).1,NIST_SP_800-53A,
CCI-001117,SC-7_(11),NIST_SP_800-53,
CCI-002401,SC-7_(11),NIST_SP_800-53_Revision_4,
CCI-002402,SC-7_(11),NIST_SP_800-53_Revision_4,
CCI-002403,SC-7_(11),NIST_SP_800-53_Revision_4,
CCI-001117,SC-7_(11).1,NIST_SP_800-53A,
CCI-001118,SC-7_(12),NIST_SP_800-53,
CCI-002404,SC-7_(12),NIST_SP_800-53_Revision_4,
CCI-002405,SC-7_(12),NIST_SP_800-53_Revision_4,
CCI-002406,SC-7_(12),NIST_SP_800-53_Revision_4,
CCI-001118,SC-7_(12).1,NIST_SP_800-53A,
CCI-001119,SC-7_(13),NIST_SP_800-53,
CCI-001119,SC-7_(13),NIST_SP_800-53_Revision_4,
CCI-001120,SC-7_(13),NIST_SP_800-53,
CCI-001120,SC-7_(13),NIST_SP_800-53_Revision_4,
CCI-001119,SC-7_(13).1_(ii),NIST_SP_800-53A,
CCI-001120,SC-7_(13).1_(iii),NIST_SP_800-53A,
CCI-001660,SC-7_(14),NIST_SP_800-53,
CCI-001121,SC-7_(14),NIST_SP_800-53,
CCI-001121,SC-7_(14),NIST_SP_800-53_Revision_4,
CCI-001122,SC-7_(14),NIST_SP_800-53,
CCI-001122,SC-7_(14),NIST_SP_800-53_Revision_4,
CCI-002407,SC-7_(14),NIST_SP_800-53_Revision_4,
CCI-001122,SC-7_(14).1_(i),NIST_SP_800-53A,
CCI-001660,SC-7_(14).1_(ii),NIST_SP_800-53A,
CCI-001121,SC-7_(14).1_(iii),NIST_SP_800-53A,
CCI-001123,SC-7_(15),NIST_SP_800-53,
CCI-001123,SC-7_(15),NIST_SP_800-53_Revision_4,
CCI-001123,SC-7_(15).1_(i)_(ii),NIST_SP_800-53A,
CCI-001124,SC-7_(16),NIST_SP_800-53,
CCI-001124,SC-7_(16),NIST_SP_800-53_Revision_4,
CCI-001124,SC-7_(16).1,NIST_SP_800-53A,
CCI-001125,SC-7_(17),NIST_SP_800-53,
CCI-001125,SC-7_(17),NIST_SP_800-53_Revision_4,
CCI-001125,SC-7_(17).1,NIST_SP_800-53A,
CCI-001126,SC-7_(18),NIST_SP_800-53,
CCI-001126,SC-7_(18),NIST_SP_800-53A,
CCI-001126,SC-7_(18),NIST_SP_800-53_Revision_4,
CCI-002408,SC-7_(19),NIST_SP_800-53_Revision_4,
CCI-002409,SC-7_(19),NIST_SP_800-53_Revision_4,
CCI-001659,SC-7_(2),NIST_SP_800-53,
CCI-001100,SC-7_(2),NIST_SP_800-53,
CCI-001659,SC-7_(2).1_(i),NIST_SP_800-53A,
CCI-001100,SC-7_(2).1_(ii),NIST_SP_800-53A,
CCI-002410,SC-7_(20),NIST_SP_800-53_Revision_4,
CCI-002411,SC-7_(20),NIST_SP_800-53_Revision_4,
CCI-002412,SC-7_(21),NIST_SP_800-53_Revision_4,
CCI-002413,SC-7_(21),NIST_SP_800-53_Revision_4,
CCI-002414,SC-7_(21),NIST_SP_800-53_Revision_4,
CCI-002415,SC-7_(21),NIST_SP_800-53_Revision_4,
CCI-002416,SC-7_(22),NIST_SP_800-53_Revision_4,
CCI-002417,SC-7_(23),NIST_SP_800-53_Revision_4,
CCI-001101,SC-7_(3),NIST_SP_800-53,
CCI-001101,SC-7_(3),NIST_SP_800-53_Revision_4,
CCI-001101,SC-7_(3).1,NIST_SP_800-53A,
